NCES_school_ID,low_grade,high_grade,schoool_name,district,county,address,city,state,ZIP,location,students,teachers
80285000179,9,12,Center High School,Center Consolidated School District No. 26 Jt. of the count,Saguache County,550 S. SYLVESTER AVENUE,CENTER,CO,81125,Rural: Remote,134,14.19
80285006513,9,12,Center Virtual Academy,Center Consolidated School District No. 26 Jt. of the count,Saguache County,550 SOUTH SYLVESTER,CENTER,CO,81125,Rural: Remote,13,0.43
80195000012,KG,5,Central Elementary School,School District N. 14 in the county of Adams & State of Colo,Adams County,6450 HOLLY STREET,COMMERCE CITY,CO,80022,City: Small,417,26.75
80537000897,PK,5,Central Elementary School,St. Vrain Valley School District No. Re1J,Boulder County,1020 4TH AVENUE,LONGMONT,CO,80501,Suburb: Small,307,19.25
80612001037,9,12,Central High School,Pueblo School District No. 60 in the county of Pueblo and,Pueblo County,216 EAST ORMAN AVENUE,PUEBLO,CO,81004,City: Midsize,836,39.62
80435000600,9,12,Central High School,Mesa County Valley School District No. 51,Mesa County,550 WARRIOR WAY,GRAND JUNCTION,CO,81504,Suburb: Midsize,1583,77.63
80234001388,PK,5,Century Elementary School,Aurora Joint District No. 28 of the counties of Adams and A,Arapahoe County,2500 SOUTH GRANBY WAY,AURORA,CO,80014,City: Large,254,19.55
80690001620,6,8,Century Middle School,Adams 12 Five Star Schools,Adams County,13000 LAFAYETTE STREET,THORNTON,CO,80241,Suburb: Large,941,47.5
80264006155,7,12,Chaffee County High School,Buena Vista School District No. R-31,Chaffee County,P O BOX 2027,BUENA VISTA,CO,81211,Town: Remote,39,4.25
80291000763,PK,8,Challenge School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,9659 EAST MISSISSIPPI AVENUE,DENVER,CO,80231,City: Large,542,30.05
80345001874,KG,8,Challenge to Excellence Charter School,Douglas County School District No. Re 1,Douglas County,16995 EAST CARLSON DRIVE,PARKER,CO,80134,Suburb: Large,544,31.91
80192000001,6,8,Challenger Middle School,Academy School District No. 20 in the county of El Paso an,El Paso County,10215 LEXINGTON DRIVE,COLORADO SPRINGS,CO,80920,City: Large,660,40
80345001578,9,12,Chaparral High School,Douglas County School District No. Re 1,Douglas County,15655 BROOKSTONE DRIVE,PARKER,CO,80138,Suburb: Large,2213,111.1
80441000637,KG,8,Chappelow K-8 Magnet School,GreeleySchool District No. 6 in the county of Weld and Sta,Weld County,2001 34TH STREET,EVANS,CO,80620,Suburb: Midsize,647,36.25
80378000486,KG,6,Charles Hay World School,Englewood School District No. 1 in the county of Arapahoe,Arapahoe County,1221 E EASTMAN AVE,ENGLEWOOD,CO,80113,Suburb: Large,322,25.81
80336000400,KG,5,Charles M. Schenck (CMS) Community School,School District No. 1 in the county of Denver and State of C,Denver County,1300 SOUTH LOWELL BOULEVARD,DENVER,CO,80219,City: Large,314,21.24
80435000601,PK,5,Chatfield Elementary School,Mesa County Valley School District No. 51,Mesa County,3188 D1/2 ROAD,GRAND JUNCTION,CO,81504,Suburb: Midsize,390,19.8
80480001383,9,12,Chatfield High School,Jefferson County School District No. R-1,Jefferson County,7227 SOUTH SIMMS STREET,LITTLETON,CO,80127,Suburb: Large,1834,92.87
80612001730,KG,12,Chavez/Huerta K-12 Preparatory Academy,Pueblo School District No. 60 in the county of Pueblo and,Pueblo County,2500 WEST 18TH STREET,PUEBLO,CO,81003,City: Midsize,1011,58.52
80336000325,PK,5,Cheltenham Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,1580 JULIAN STREET,DENVER,CO,80204,City: Large,299,24.82
80288000182,PK,12,Cheraw School,Cheraw School District No. 31 in the county of Otero and S,Otero County,P O BOX 160,CHERAW,CO,81030,Rural: Distant,219,21.55
80345001497,PK,6,Cherokee Trail Elementary School,Douglas County School District No. Re 1,Douglas County,17302 CLARKE FARMS DRIVE,PARKER,CO,80134,Suburb: Large,508,30.25
80291001951,9,12,Cherokee Trail High School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,25901 ARAPAHOE PARKWAY,AURORA,CO,80016,City: Large,2888,137.15
80378000488,KG,6,Cherrelyn Elementary School,Englewood School District No. 1 in the county of Arapahoe,Arapahoe County,4500 S LINCOLN ST,ENGLEWOOD,CO,80113,Suburb: Large,226,20.16
80291001152,KG,8,Cherry Creek Charter Academy,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,6260 SOUTH DAYTON STREET,GREENWOOD VILLAGE,CO,80111,Suburb: Large,593,32.3
80291006791,6,12,Cherry Creek Elevation,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,14603 E. FREMONT AVENUE,CENTENNIAL,CO,80112,City: Midsize,133,148.92
80291000186,9,12,Cherry Creek High School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,9300 EAST UNION AVENUE,GREENWOOD VILLAGE,CO,80111,Suburb: Large,3868,178.22
80690001290,PK,5,Cherry Drive Elementary School,Adams 12 Five Star Schools,Adams County,11500 CHERRY DRIVE,THORNTON,CO,80233,Suburb: Large,337,20.4
80291000187,PK,5,Cherry Hills Village Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,2400 EAST QUINCY AVENUE,CHERRY HILLS VILLAGE,CO,80110,Suburb: Large,513,31.96
80345000439,KG,6,Cherry Valley Elementary School,Douglas County School District No. Re 1,Douglas County,9244 SOUTH STATE HIGHWAY 83,FRANKTOWN,CO,80116,Rural: Distant,37,3.5
80294001391,KG,6,Cheyenne Mountain Elementary School,Cheyenne Mountain School District No. 12 in the county of E,El Paso County,5250 FARTHING DRIVE,COLORADO SPRINGS,CO,80906,City: Large,341,20.35
80294000211,9,12,Cheyenne Mountain High School,Cheyenne Mountain School District No. 12 in the county of E,El Paso County,1200 CRESTA ROAD,COLORADO SPRINGS,CO,80906,Rural: Fringe,1271,73.91
80294000209,7,8,Cheyenne Mountain Junior High School,Cheyenne Mountain School District No. 12 in the county of E,El Paso County,1200 WEST CHEYENNE ROAD,COLORADO SPRINGS,CO,80906,City: Large,569,37.25
80000100214,PK,6,Cheyenne Wells Elementary School,Cheyenne County School District No. Re-5,Cheyenne County,P O BOX 577,CHEYENNE WELLS,CO,80810,Rural: Remote,106,9.76
80000100215,7,12,Cheyenne Wells Junior/High School,Cheyenne County School District No. Re-5,Cheyenne County,P O BOX 577,CHEYENNE WELLS,CO,80810,Rural: Remote,67,6.69
80309006622,KG,8,Children's Kiva Montessori School,Montezuma-Cortez School District No. Re-1,Montezuma County,PO BOX 1417,CORTEZ,CO,81312,Town: Remote,140,8.32
80192006329,KG,5,Chinook Trail Elementary School,Academy School District No. 20 in the county of El Paso an,El Paso County,11795 GRAND LAWN CIRCLE,COLORADO SPRINGS,CO,80924,Rural: Fringe,637,39
80192006788,6,8,Chinook Trail Middle School,Academy School District No. 20 in the county of El Paso an,El Paso County,9750 GRAND LAWN CIRCLE,COLORADO SPRINGS,CO,80924,Rural: Fringe,750,44.5
80306001435,PK,5,Chipeta Elementary School,Colorado Springs School District No. 11 in the county of E,El Paso County,2340 RAMSGATE TERRACE,COLORADO SPRINGS,CO,80919,City: Large,421,25.4
80435006374,PK,5,Chipeta Elementary School,Mesa County Valley School District No. 51,Mesa County,950 CHIPETA AVENUE,GRAND JUNCTION,CO,81501,City: Small,399,25.61
80291001297,PK,5,Cimarron Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,17373 EAST LEHIGH PL,AURORA,CO,80013,City: Large,425,27.17
80345006404,6,8,Cimarron Middle,Douglas County School District No. Re 1,Douglas County,12130 CANTERBERRY PKWY,PARKER,CO,80138,Suburb: Large,1209,63.5
80306001589,9,12,CIVA Charter Academy,Colorado Springs School District No. 11 in the county of E,El Paso County,4635 NORTHPARK DRIVE,COLORADO SPRINGS,CO,80918,City: Large,173,17.41
80378000489,KG,6,Clayton Elementary School,Englewood School District No. 1 in the county of Arapahoe,Arapahoe County,475 W UNION AVENUE,ENGLEWOOD,CO,80110,Suburb: Large,383,31.24
80555002016,KG,8,Clayton Partnership School,Mapleton School District No. 1 in the county of Adams & St,Adams County,8970 YORK STREET,THORNTON,CO,80229,Suburb: Large,532,24.64
80300000217,9,12,Clear Creek High School,Clear Creek School District No. Re-1,Clear Creek County,185 BEAVER BROOK CANYON DR.,EVERGREEN,CO,80439,Rural: Distant,232,15.12
80300006157,7,8,Clear Creek Middle School,Clear Creek School District No. Re-1,Clear Creek County,185 BEAVER BROOK CANYON ROAD,EVERGREEN,CO,80439,Rural: Distant,114,7.47
80345006392,PK,6,Clear Sky Elementary,Douglas County School District No. Re 1,Douglas County,4665 TANGLEVINE DRIVE,CASTLE ROCK,CO,80109,Suburb: Large,650,39.25
80435000602,PK,5,Clifton Elementary School,Mesa County Valley School District No. 51,Mesa County,3276 F ROAD,CLIFTON,CO,81520,Suburb: Midsize,395,27.38
80519006802,10,12,Cloud City High School,Lake County School District No. R-1,Lake County,1000 4TH STREET,LEADVILLE,CO,80461,Town: Remote,32,1.03
80345006494,KG,12,Cloverleaf Home Education,Douglas County School District No. Re 1,Douglas County,312 CANTRIL STREET STE 101,CASTLE ROCK,CO,80104,Rural: Fringe,334,5.4
80234000057,PK,8,Clyde Miller K-8,Aurora Joint District No. 28 of the counties of Adams and A,Adams County,1701 ESPANA ST,AURORA,CO,80011,City: Large,465,28.29
80480000704,KG,8,Coal Creek Canyon K-8 Elementary School,Jefferson County School District No. R-1,Jefferson County,11719 RANCH ELSIE ROAD,GOLDEN,CO,80403,Rural: Fringe,119,12.55
80249001376,KG,5,Coal Creek Elementary School,Boulder Valley School District No. Re2,Boulder County,801 WEST TAMARISK STREET,LOUISVILLE,CO,80027,Suburb: Small,333,22.35
80624001906,9,12,Coal Ridge High School,Garfield School District No. Re-2,Garfield County,35947 HIGHWAY 6,NEW CASTLE,CO,81647,Rural: Fringe,552,33.27
80537001774,6,8,Coal Ridge Middle School,St. Vrain Valley School District No. Re1J,Weld County,6201 BOOTH DRIVE,FIRESTONE,CO,80504,Town: Fringe,816,39.94
80336006364,PK,5,Cole Arts and Science Academy,School District No. 1 in the county of Denver and State of C,Denver County,3240 HUMBOLDT STREET,DENVER,CO,80205,City: Large,281,23.5
80336000327,PK,5,Colfax Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,1526 TENNYSON STREET,DENVER,CO,80204,City: Large,248,18.3
80336000328,PK,5,College View Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,2675 SOUTH DECATUR STREET,DENVER,CO,80219,City: Large,342,24.74
80480001036,KG,12,Collegiate Academy of Colorado,Jefferson County School District No. R-1,Jefferson County,8420 SOUTH SANGRE DE CRISTO RD,LITTLETON,CO,80127,Suburb: Large,433,33.98
80336006515,9,12,Collegiate Preparatory Academy,School District No. 1 in the county of Denver and State of C,Denver County,5290 KITTREDGE STREET,DENVER,CO,80239,City: Large,340,21.56
80555006488,KG,12,Colorado Connections Academy,Mapleton School District No. 1 in the county of Adams & St,Arapahoe County,8 INVERNESS DRIVE E SUITE 240,ENGLEWOOD,CO,80112,Suburb: Large,2532,90.24
80348006696,KG,12,Colorado Connections Academy @ Durango,Durango School District No. 9-R,La Plata County,8 INVERNESS DR EAST SUITE 240,ENGLEWOOD,CO,80112,Town: Distant,2340,82.53
80002006542,6,12,Colorado Early College Fort Collins,State Charter School Institute,Larimer County,4424 INNOVATION DRIVE,FORT COLLINS,CO,80525,City: Midsize,1345,52.48
80002006710,9,12,Colorado Early Colleges Aurora,State Charter School Institute,Arapahoe County,1400 S ABILENE ST.,AURORA,CO,80012,City: Large,419,15.62
80002006634,6,12,Colorado Early Colleges Douglas County,State Charter School Institute,Douglas County,10235 PARKGLENN WAY,PARKER,CO,80138,Suburb: Large,900,44.66
80002006777,6,8,Colorado Early Colleges Fort Collins West,State Charter School Institute,Larimer County,2130 WEST HORSETOOTH RD,FORT COLLINS,CO,80526,City: Midsize,387,7.37
80002006779,KG,12,Colorado Early Colleges Windsor,State Charter School Institute,Larimer County,4640 WESTGATE DR,WINDSOR,CO,80528,Suburb: Large,1110,11.62
80336001862,9,12,Colorado High School Charter,School District No. 1 in the county of Denver and State of C,Denver County,1175 OSAGE STREET #100,DENVER,CO,80204,City: Large,187,13.89
80336006735,9,12,Colorado High School Charter - GES,School District No. 1 in the county of Denver and State of C,Denver County,3093 E 42ND AVE,DENVER,CO,80216,City: Large,173,11.26
80002006586,KG,6,Colorado International Language Academy,State Charter School Institute,El Paso County,303 AUSTIN BLUFFS PARKWAY,COLORADO SPRINGS,CO,80918,City: Large,283,23.66
80002006708,KG,11,Colorado Military Academy,State Charter School Institute,El Paso County,360 COMMAND VIEW,COLORADO SPRINGS,CO,80915,Suburb: Large,677,33.57
80028206752,KG,5,Colorado Preparatory Academy Elementary School,EDUCATION REENVISIONED BOCES,Adams County,8601 TURNPIKE DR. SUITE 100,WESTMINSTER,CO,80031,Suburb: Large,2280,51.25
80028206600,9,12,Colorado Preparatory Academy High School,EDUCATION REENVISIONED BOCES,Adams County,8601 TURNPIKE DR. SUITE 100,WESTMINSTER,CO,80031,Suburb: Large,895,29.25
80028206764,6,8,Colorado Preparatory Academy Middle School,EDUCATION REENVISIONED BOCES,Adams County,8601 TURNPIKE DR. SUITE 100,WESTMINSTER,CO,80031,Suburb: Large,1178,36.75
80002306410,PK,12,Colorado School for the Deaf and Blind,Colorado School for the Deaf and Blind,El Paso County,33 N. INSTITUTE ST.,COLORADO SPRINGS,CO,80903,City: Large,162,30.49
80291006770,6,8,Colorado Skies Academy,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,7711 EAST ACADEMY BLVD SUITE 1,DENVER,CO,80230,Suburb: Large,236,10.05
80723001241,KG,8,Colorado Sports Leadership Academy,Westminster Public Schools,Adams County,7001 LIPAN STREET,DENVER,CO,80221,Suburb: Large,511,34.47
80002001912,KG,8,Colorado Springs Charter Academy,State Charter School Institute,El Paso County,2577 N CHELTON ROAD,COLORADO SPRINGS,CO,80909,City: Large,384,26.59
80002006310,9,12,Colorado Springs Early Colleges,State Charter School Institute,El Paso County,4405 NORTH CHESTNUT ST SUITE D,COLORADO SPRINGS,CO,80907,City: Large,552,18.82
80723006567,PK,8,Colorado STEM Academy,Westminster Public Schools,Adams County,7281 IRVING STREET,WESTMINSTER,CO,80030,Suburb: Large,452,23.24
80270006630,KG,6,Colorado Virtual Academy,Byers School District No. 32J,Jefferson County,165 S. UNION BLVD #777,LAKEWOOD,CO,80228,City: Midsize,447,6.07
80270001944,9,12,Colorado Virtual Academy High School,Byers School District No. 32J,Jefferson County,165 S. UNION BLVD #777,LAKEWOOD,CO,80228,City: Midsize,370,7.51
80270006620,7,8,Colorado Virtual Academy Middle School,Byers School District No. 32J,Jefferson County,165 S. UNION BLVD #777,LAKEWOOD,CO,80228,City: Midsize,78,1.67
80378001310,9,12,Colorado's Finest High School of Choice,Englewood School District No. 1 in the county of Arapahoe,Arapahoe County,300 W CHENANGO,ENGLEWOOD,CO,80110,Suburb: Large,255,20.06
80480000705,PK,5,Colorow Elementary School,Jefferson County School District No. R-1,Jefferson County,6317 SOUTH ESTES STREET,LITTLETON,CO,80123,Suburb: Large,198,14.7
80306000227,PK,5,Columbia Elementary School,Colorado Springs School District No. 11 in the county of E,El Paso County,835 EAST ST VRAIN STREET,COLORADO SPRINGS,CO,80903,City: Large,266,17.85
80234001322,6,8,Columbia Middle School,Aurora Joint District No. 28 of the counties of Adams and A,Arapahoe County,17600 EAST COLUMBIA AVE,AURORA,CO,80013,City: Large,723,39.93
80336000329,PK,5,Columbian Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,2925 WEST 40TH AVENUE,DENVER,CO,80211,City: Large,219,18.77
80612001038,PK,5,Columbian Elementary School,Pueblo School District No. 60 in the county of Pueblo and,Pueblo County,1202 BRAGDON AVENUE,PUEBLO,CO,81004,City: Midsize,322,21.32
80537001373,PK,5,Columbine Elementary School,St. Vrain Valley School District No. Re1J,Boulder County,111 LONGS PEAK AVENUE,LONGMONT,CO,80504,Suburb: Small,258,20.55
80738001269,PK,5,Columbine Elementary School,Woodland Park School District No. Re-2,Teller County,PO BOX 6700,WOODLAND PARK,CO,80866,Town: Fringe,322,22.51
80336000330,PK,5,Columbine Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,2540 EAST 29TH AVE,DENVER,CO,80205,City: Large,257,18.34
80249000109,PK,5,Columbine Elementary School,Boulder Valley School District No. Re2,Boulder County,3130 REPPLIER DRIVE,BOULDER,CO,80304,City: Midsize,432,33.16
80405000556,1,5,Columbine Elementary School,School District No. Re-3 Fort Morgan,Morgan County,815 WEST STREET,FORT MORGAN,CO,80701,Town: Remote,377,24.45
80480000707,9,12,Columbine High School,Jefferson County School District No. R-1,Jefferson County,6201 SOUTH PIERCE STREET,LITTLETON,CO,80123,Suburb: Large,1732,86.6
80480000706,PK,5,Columbine Hills Elementary School,Jefferson County School District No. R-1,Jefferson County,6005 WEST CANYON AVENUE,LITTLETON,CO,80128,Suburb: Large,306,18.99
80579000989,6,8,Columbine Middle School,Montrose County School District Re-1J,Montrose County,P O BOX 10000,MONTROSE,CO,81402,Town: Remote,472,28
80002001876,PK,5,Community Leadership Academy,State Charter School Institute,Adams County,6880 HOLLY STREET,COMMERCE CITY,CO,80022,City: Small,350,20.18
80249001227,PK,6,Community Montessori School,Boulder Valley School District No. Re2,Boulder County,805 GILLASPIE DR,BOULDER,CO,80305,City: Midsize,242,15.74
80306001299,9,12,Community Prep Charter School,Colorado Springs School District No. 11 in the county of E,El Paso County,332 EAST WILLAMETTE AVENUE,COLORADO SPRINGS,CO,80903,City: Large,232,12.35
80336006645,6,8,Compass Academy,School District No. 1 in the county of Denver and State of C,Denver County,2285 S FEDERAL BLVD,DENVER,CO,80219,City: Large,287,20.43
80399006762,6,12,Compass Community Collaborative School,Poudre School District R-1,Larimer County,2105 SOUTH COLLEGE AVENUE,FORT COLLINS,CO,80525,City: Midsize,170,10.75
80480001766,PK,12,Compass Montessori - Golden Charter School,Jefferson County School District No. R-1,Jefferson County,4441 SALVIA STREET,GOLDEN,CO,80403,Suburb: Large,419,14.86
80480001649,PK,6,Compass Montessori - Wheat Ridge Charter School,Jefferson County School District No. R-1,Jefferson County,10399 WEST 44TH AVENUE,WHEAT RIDGE,CO,80033,Suburb: Large,289,11.32
80336006583,9,12,Compassion Road Academy,School District No. 1 in the county of Denver and State of C,Denver County,1000 CHEROKEE STREET,DENVER,CO,80204,City: Large,99,9.5
80480001542,9,12,Conifer Senior High School,Jefferson County School District No. R-1,Jefferson County,10441 COUNTY HIGHWAY 73,CONIFER,CO,80433,Rural: Distant,837,44.8
80480006306,6,8,Connections Learning Center on the Earle Johnson C,Jefferson County School District No. R-1,Jefferson County,1200 JOHNSON ROAD,GOLDEN,CO,80401,Suburb: Large,11,8
80540000925,6,8,Conrad Ball Middle School,Thompson School District R-2J,Larimer County,2660 NORTH MONROE AVENUE,LOVELAND,CO,80538,Suburb: Large,425,30.15
80408006805,PK,PK,Conrad Early Learning Center,Fountain School District No. 8 in the county of El Paso an,El Paso County,10605 JIMMY CAMP RD,FOUNTAIN,CO,80817,Suburb: Large,231,9
80336000380,9,12,Contemporary Learning Academy,School District No. 1 in the county of Denver and State of C,Denver County,200 E. 9TH AVE.,DENVER,CO,80203,City: Large,113,14.5
80002006761,KG,8,Coperni 2,State Charter School Institute,El Paso County,525 E COSTILLA STREET,COLORADO SPRINGS,CO,80903,City: Large,225,15.98
80002006784,KG,7,Coperni 3,State Charter School Institute,El Paso County,755 CITADEL DRIVE WEST,COLORADO SPRINGS,CO,80909,City: Large,342,19.89
80345001897,PK,6,Copper Mesa Elementary School,Douglas County School District No. Re 1,Douglas County,3501 POSTON PARKWAY,HIGHLANDS RANCH,CO,80126,Suburb: Large,366,23.09
80480001447,PK,5,Coronado Elementary School,Jefferson County School District No. R-1,Jefferson County,7922 SOUTH CARR ST,LITTLETON,CO,80128,Suburb: Large,443,25.69
80306000228,9,12,Coronado High School,Colorado Springs School District No. 11 in the county of E,El Paso County,1590 WEST FILLMORE STREET,COLORADO SPRINGS,CO,80904,City: Large,1396,69.7
80690001174,PK,5,Coronado Hills Elementary School,Adams 12 Five Star Schools,Adams County,8300 DOWNING DRIVE,THORNTON,CO,80229,Suburb: Large,513,32.3
80612006361,4,8,Corwin International Magnet School,Pueblo School District No. 60 in the county of Pueblo and,Pueblo County,1500 LAKEVIEW AVENUE,PUEBLO,CO,81004,City: Midsize,553,31.16
80336000331,1,5,Cory Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,1550 SOUTH STEELE STREET,DENVER,CO,80210,City: Large,395,22.21
80312000276,PK,5,Cotopaxi Elementary School,Fremont Re-3,Fremont County,P O BOX 385,COTOPAXI,CO,81223,Rural: Remote,93,7.92
80312000277,6,12,Cotopaxi Junior-Senior High School,Fremont Re-3,Fremont County,P O BOX 385,COTOPAXI,CO,81223,Rural: Remote,94,10.17
80690001305,KG,5,Cotton Creek Elementary School,Adams 12 Five Star Schools,Adams County,11100 VRAIN STREET,WESTMINSTER,CO,80030,Suburb: Large,505,32
80291000188,PK,5,Cottonwood Creek Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,11200 EAST ORCHARD AVENUE,ENGLEWOOD,CO,80111,Suburb: Large,593,35.91
80579001554,KG,5,Cottonwood Elementary School,Montrose County School District Re-1J,Montrose County,P O BOX 10000,MONTROSE,CO,81402,Town: Remote,390,22.4
80540000607,KG,5,Cottonwood Plains Elementary School,Thompson School District R-2J,Larimer County,525 TURMAN DRIVE,FT COLLINS,CO,80525,Suburb: Large,363,26.04
80345001526,KG,6,Cougar Run Elementary School,Douglas County School District No. Re 1,Douglas County,8780 VENNEFORD RANCH ROAD,HIGHLANDS RANCH,CO,80126,Suburb: Large,408,25
80336000332,PK,5,Cowell Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,4540 WEST 10TH AVENUE,DENVER,CO,80204,City: Large,301,24.97
80345001250,PK,6,Coyote Creek Elementary School,Douglas County School District No. Re 1,Douglas County,2861 BANEBERRY COURT,HIGHLANDS RANCH,CO,80129,Suburb: Large,356,23.1
80291002032,PK,5,Coyote Hills Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,24605 E DAVIES WAY,AURORA,CO,80016,City: Large,564,32.57
80540006406,KG,5,Coyote Ridge Elementary School,Thompson School District R-2J,Larimer County,7115 AVONDALE ROAD,FORT COLLINS,CO,80525,City: Midsize,296,21.74
80690001668,KG,5,Coyote Ridge Elementary School,Adams 12 Five Star Schools,Broomfield County,13770 BROADLANDS DRIVE,BROOMFIELD,CO,80020,City: Small,398,24.5
80573000977,6,8,Craig Middle School,Moffat County School District RE: No. 1,Moffat County,915 YAMPA AVENUE,CRAIG,CO,81625,Town: Remote,439,29.32
80615001074,6,8,Craver Middle School,Pueblo County School District 70,Pueblo County,4850 CROW CUT OFF ROAD,COLORADO CITY,CO,81019,Rural: Distant,185,12.2
80234000058,PK,5,Crawford Elementary School,Aurora Joint District No. 28 of the counties of Adams and A,Adams County,1600 FLORENCE ST,AURORA,CO,80010,City: Large,475,31.31
80336006559,KG,5,Creativity Challenge Community,School District No. 1 in the county of Denver and State of C,Denver County,1551 S. MONROE ST,DENVER,CO,80210,City: Large,307,17.44
80315000279,PK,12,Creede School,Creede School District,Mineral County,P O BOX 429,CREEDE,CO,81130,Rural: Remote,81,12.56
80291001404,PK,5,Creekside Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,19993 EAST LONG AVENUE,CENTENNIAL,CO,80016,City: Midsize,592,31.65
80249000128,PK,5,Creekside Elementary School at Martin Park,Boulder Valley School District No. Re2,Boulder County,3740 MARTIN DRIVE,BOULDER,CO,80305,City: Midsize,346,23.18
80480000708,6,8,Creighton Middle School,Jefferson County School District No. R-1,Jefferson County,50 SOUTH KIPLING ST,LAKEWOOD,CO,80226,City: Midsize,817,47.28
80318000280,PK,5,Cresson Elementary School,Cripple Creek-Victor School District No. Re-1,Teller County,P O BOX 897,CRIPPLE CREEK,CO,80813,Rural: Distant,158,14.95
80633006500,5,8,Crest Academy,Salida School District No. R-32,Chaffee County,340 EAST 5TH STREET,SALIDA,CO,81201,Town: Remote,44,5
80249000110,KG,5,Crest View Elementary School,Boulder Valley School District No. Re2,Boulder County,1897 SUMAC AVENUE,BOULDER,CO,80304,City: Midsize,446,30.67
80447006629,KG,5,Crested Butte Elementary School,Gunnison Watershed School District Re1J,Gunnison County,PO BOX 339,CRESTED BUTTE,CO,81224,Rural: Remote,345,23.76
80447000655,6,12,Crested Butte Secondary School,Gunnison Watershed School District Re1J,Gunnison County,P O BOX 339,CRESTED BUTTE,CO,81224,Rural: Remote,448,26.79
80345006219,7,8,Cresthill Middle School,Douglas County School District No. Re 1,Douglas County,9195 CRESTHILL LANE,HIGHLANDS RANCH,CO,80130,Suburb: Large,767,49.9
80570001511,KG,12,Crestone Charter School,Moffat School District No. 2 in the county of Saguache and,Saguache County,P O BOX 400,CRESTONE,CO,81131,Rural: Remote,85,9.53
80318000281,6,12,Cripple Creek-Victor Junior-Senior High School,Cripple Creek-Victor School District No. Re-1,Teller County,P O BOX 897,CRIPPLE CREEK,CO,80813,Rural: Distant,178,16.35
80321001519,KG,6,Crowley County Elementary K-6,Crowley County School District No. Re-1-J,Crowley County,1001 MAIN ST,ORDWAY,CO,81063,Rural: Remote,200,13.68
80321000282,7,12,Crowley County Junior and Senior High School,Crowley County School District No. Re-1-J,Crowley County,1001 MAIN ST.,ORDWAY,CO,81063,Rural: Remote,195,12.58
80002001569,KG,8,Crown Pointe Charter Academy,State Charter School Institute,Adams County,2900 WEST 86TH AVENUE,WESTMINSTER,CO,80031,Suburb: Large,473,24.12
80426001540,PK,4,Crystal River Elementary School,Roaring Fork School District No. Re-1,Garfield County,160 SNOWMASS DRIVE,CARBONDALE,CO,81623,Town: Remote,330,32.9
80720001226,PK,5,Custer County Elementary School,Custer County School District Consolidate 1,Custer County,P O BOX 730,WESTCLIFFE,CO,81252,Rural: Remote,158,13.88
80720001225,9,12,Custer County High School,Custer County School District Consolidate 1,Custer County,P O BOX 730,WESTCLIFFE,CO,81252,Rural: Remote,99,7.13
80720001732,6,8,Custer Middle School,Custer County School District Consolidate 1,Custer County,P O BOX 730,WESTCLIFFE,CO,81252,Rural: Remote,86,5.92
80480000964,6,12,D'Evelyn Junior/Senior High School,Jefferson County School District No. R-1,Jefferson County,10359 W NASSAU AVENUE,DENVER,CO,80235,Suburb: Large,1132,52.44
80480001543,9,12,Dakota Ridge Senior High School,Jefferson County School District No. R-1,Jefferson County,13399 WEST COAL MINE AVENUE,LITTLETON,CO,80127,Suburb: Large,1421,72.01
80291001671,PK,5,Dakota Valley Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,3950 SOUTH KIRK WAY,AURORA,CO,80013,Suburb: Large,515,30.23
80234001295,PK,5,Dalton Elementary School,Aurora Joint District No. 28 of the counties of Adams and A,Arapahoe County,17401 EAST DARTMOUTH AVE,AURORA,CO,80013,City: Large,427,22.68
80345006218,9,12,Daniel C Oakes High School--Castle Rock,Douglas County School District No. Re 1,Douglas County,961 PLUM CREEK BLVD.,CASTLE ROCK,CO,80104,Suburb: Large,142,12.5
80234000059,PK,5,Dartmouth Elementary School,Aurora Joint District No. 28 of the counties of Adams and A,Arapahoe County,3050 SOUTH LAREDO ST,AURORA,CO,80013,City: Large,339,29.63
80345001581,PK,8,DC Montessori Charter School,Douglas County School District No. Re 1,Douglas County,311 EAST CASTLE PINES PARKWAY,CASTLE ROCK,CO,80108,Rural: Fringe,528,26.49
80336006521,PK,5,DCIS at Ford,School District No. 1 in the county of Denver and State of C,Denver County,14500 MAXWELL PLACE,DENVER,CO,80239,City: Large,495,29.83
