StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Colorado,CO,School,No,Nikola Tesla Education Opportunity Center,Other/alternative school,080306000232,1010-2528,Colorado Springs 11,Regular local school district,0803060,1010,247,Monthly,10/1/20,10/31/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Nikola Tesla Education Opportunity Center,Other/alternative school,080306000232,1010-2528,Colorado Springs 11,Regular local school district,0803060,1010,247,Monthly,11/1/20,11/30/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Nikola Tesla Education Opportunity Center,Other/alternative school,080306000232,1010-2528,Colorado Springs 11,Regular local school district,0803060,1010,247,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Nikola Tesla Education Opportunity Center,Other/alternative school,080306000232,1010-2528,Colorado Springs 11,Regular local school district,0803060,1010,247,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Nikola Tesla Education Opportunity Center,Other/alternative school,080306000232,1010-2528,Colorado Springs 11,Regular local school district,0803060,1010,247,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Nikola Tesla Education Opportunity Center,Other/alternative school,080306000232,1010-2528,Colorado Springs 11,Regular local school district,0803060,1010,247,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Nikola Tesla Education Opportunity Center,Other/alternative school,080306000232,1010-2528,Colorado Springs 11,Regular local school district,0803060,1010,247,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Nikola Tesla Education Opportunity Center,Other/alternative school,080306000232,1010-2528,Colorado Springs 11,Regular local school district,0803060,1010,247,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,North Middle School,Regular school,080306000256,1010-6306,Colorado Springs 11,Regular local school district,0803060,1010,613,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,North Middle School,Regular school,080306000256,1010-6306,Colorado Springs 11,Regular local school district,0803060,1010,613,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,North Middle School,Regular school,080306000256,1010-6306,Colorado Springs 11,Regular local school district,0803060,1010,613,Monthly,10/1/20,10/31/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,North Middle School,Regular school,080306000256,1010-6306,Colorado Springs 11,Regular local school district,0803060,1010,613,Monthly,11/1/20,11/30/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,North Middle School,Regular school,080306000256,1010-6306,Colorado Springs 11,Regular local school district,0803060,1010,613,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,North Middle School,Regular school,080306000256,1010-6306,Colorado Springs 11,Regular local school district,0803060,1010,613,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,North Middle School,Regular school,080306000256,1010-6306,Colorado Springs 11,Regular local school district,0803060,1010,613,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,North Middle School,Regular school,080306000256,1010-6306,Colorado Springs 11,Regular local school district,0803060,1010,613,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,North Middle School,Regular school,080306000256,1010-6306,Colorado Springs 11,Regular local school district,0803060,1010,613,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,North Middle School,Regular school,080306000256,1010-6306,Colorado Springs 11,Regular local school district,0803060,1010,613,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Odyssey Early College and Career Options,Other/alternative school,080306006580,1010-2400,Colorado Springs 11,Regular local school district,0803060,1010,325,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Odyssey Early College and Career Options,Other/alternative school,080306006580,1010-2400,Colorado Springs 11,Regular local school district,0803060,1010,325,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Odyssey Early College and Career Options,Other/alternative school,080306006580,1010-2400,Colorado Springs 11,Regular local school district,0803060,1010,325,Monthly,10/1/20,10/31/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Odyssey Early College and Career Options,Other/alternative school,080306006580,1010-2400,Colorado Springs 11,Regular local school district,0803060,1010,325,Monthly,11/1/20,11/30/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Odyssey Early College and Career Options,Other/alternative school,080306006580,1010-2400,Colorado Springs 11,Regular local school district,0803060,1010,325,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Odyssey Early College and Career Options,Other/alternative school,080306006580,1010-2400,Colorado Springs 11,Regular local school district,0803060,1010,325,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Odyssey Early College and Career Options,Other/alternative school,080306006580,1010-2400,Colorado Springs 11,Regular local school district,0803060,1010,325,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Odyssey Early College and Career Options,Other/alternative school,080306006580,1010-2400,Colorado Springs 11,Regular local school district,0803060,1010,325,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Odyssey Early College and Career Options,Other/alternative school,080306006580,1010-2400,Colorado Springs 11,Regular local school district,0803060,1010,325,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Odyssey Early College and Career Options,Other/alternative school,080306006580,1010-2400,Colorado Springs 11,Regular local school district,0803060,1010,325,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Palmer High School,Regular school,080306000257,1010-6680,Colorado Springs 11,Regular local school district,0803060,1010,1594,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Palmer High School,Regular school,080306000257,1010-6680,Colorado Springs 11,Regular local school district,0803060,1010,1594,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Palmer High School,Regular school,080306000257,1010-6680,Colorado Springs 11,Regular local school district,0803060,1010,1594,Monthly,10/1/20,10/31/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Palmer High School,Regular school,080306000257,1010-6680,Colorado Springs 11,Regular local school district,0803060,1010,1594,Monthly,11/1/20,11/30/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Palmer High School,Regular school,080306000257,1010-6680,Colorado Springs 11,Regular local school district,0803060,1010,1594,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Palmer High School,Regular school,080306000257,1010-6680,Colorado Springs 11,Regular local school district,0803060,1010,1594,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Palmer High School,Regular school,080306000257,1010-6680,Colorado Springs 11,Regular local school district,0803060,1010,1594,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Palmer High School,Regular school,080306000257,1010-6680,Colorado Springs 11,Regular local school district,0803060,1010,1594,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Palmer High School,Regular school,080306000257,1010-6680,Colorado Springs 11,Regular local school district,0803060,1010,1594,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Palmer High School,Regular school,080306000257,1010-6680,Colorado Springs 11,Regular local school district,0803060,1010,1594,Monthly,5/1/21,5/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Penrose Elementary School,Regular school,080306000258,1010-6856,Colorado Springs 11,Regular local school district,0803060,1010,331,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Penrose Elementary School,Regular school,080306000258,1010-6856,Colorado Springs 11,Regular local school district,0803060,1010,331,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Penrose Elementary School,Regular school,080306000258,1010-6856,Colorado Springs 11,Regular local school district,0803060,1010,331,Monthly,10/1/20,10/31/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Penrose Elementary School,Regular school,080306000258,1010-6856,Colorado Springs 11,Regular local school district,0803060,1010,331,Monthly,11/1/20,11/30/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Penrose Elementary School,Regular school,080306000258,1010-6856,Colorado Springs 11,Regular local school district,0803060,1010,331,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Penrose Elementary School,Regular school,080306000258,1010-6856,Colorado Springs 11,Regular local school district,0803060,1010,331,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Penrose Elementary School,Regular school,080306000258,1010-6856,Colorado Springs 11,Regular local school district,0803060,1010,331,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Penrose Elementary School,Regular school,080306000258,1010-6856,Colorado Springs 11,Regular local school district,0803060,1010,331,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Penrose Elementary School,Regular school,080306000258,1010-6856,Colorado Springs 11,Regular local school district,0803060,1010,331,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Penrose Elementary School,Regular school,080306000258,1010-6856,Colorado Springs 11,Regular local school district,0803060,1010,331,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Queen Palmer Elementary School,Regular school,080306000260,1010-7228,Colorado Springs 11,Regular local school district,0803060,1010,199,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Queen Palmer Elementary School,Regular school,080306000260,1010-7228,Colorado Springs 11,Regular local school district,0803060,1010,199,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Queen Palmer Elementary School,Regular school,080306000260,1010-7228,Colorado Springs 11,Regular local school district,0803060,1010,199,Monthly,10/1/20,10/31/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Queen Palmer Elementary School,Regular school,080306000260,1010-7228,Colorado Springs 11,Regular local school district,0803060,1010,199,Monthly,11/1/20,11/30/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Queen Palmer Elementary School,Regular school,080306000260,1010-7228,Colorado Springs 11,Regular local school district,0803060,1010,199,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Queen Palmer Elementary School,Regular school,080306000260,1010-7228,Colorado Springs 11,Regular local school district,0803060,1010,199,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Queen Palmer Elementary School,Regular school,080306000260,1010-7228,Colorado Springs 11,Regular local school district,0803060,1010,199,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Queen Palmer Elementary School,Regular school,080306000260,1010-7228,Colorado Springs 11,Regular local school district,0803060,1010,199,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Queen Palmer Elementary School,Regular school,080306000260,1010-7228,Colorado Springs 11,Regular local school district,0803060,1010,199,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Queen Palmer Elementary School,Regular school,080306000260,1010-7228,Colorado Springs 11,Regular local school district,0803060,1010,199,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Rogers Elementary School,Regular school,080306000274,1010-9618,Colorado Springs 11,Regular local school district,0803060,1010,266,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Rogers Elementary School,Regular school,080306000274,1010-9618,Colorado Springs 11,Regular local school district,0803060,1010,266,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Rogers Elementary School,Regular school,080306000274,1010-9618,Colorado Springs 11,Regular local school district,0803060,1010,266,Monthly,10/1/20,10/31/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Rogers Elementary School,Regular school,080306000274,1010-9618,Colorado Springs 11,Regular local school district,0803060,1010,266,Monthly,11/1/20,11/30/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Rogers Elementary School,Regular school,080306000274,1010-9618,Colorado Springs 11,Regular local school district,0803060,1010,266,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Rogers Elementary School,Regular school,080306000274,1010-9618,Colorado Springs 11,Regular local school district,0803060,1010,266,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Rogers Elementary School,Regular school,080306000274,1010-9618,Colorado Springs 11,Regular local school district,0803060,1010,266,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Rogers Elementary School,Regular school,080306000274,1010-9618,Colorado Springs 11,Regular local school district,0803060,1010,266,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Rogers Elementary School,Regular school,080306000274,1010-9618,Colorado Springs 11,Regular local school district,0803060,1010,266,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Rogers Elementary School,Regular school,080306000274,1010-9618,Colorado Springs 11,Regular local school district,0803060,1010,266,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,Yes,Roosevelt Charter Academy,Regular school,080306000262,1010-7482,Colorado Springs 11,Regular local school district,0803060,1010,488,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,Yes,Roosevelt Charter Academy,Regular school,080306000262,1010-7482,Colorado Springs 11,Regular local school district,0803060,1010,488,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,Yes,Roosevelt Charter Academy,Regular school,080306000262,1010-7482,Colorado Springs 11,Regular local school district,0803060,1010,488,Monthly,10/1/20,10/31/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,Yes,Roosevelt Charter Academy,Regular school,080306000262,1010-7482,Colorado Springs 11,Regular local school district,0803060,1010,488,Monthly,11/1/20,11/30/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,Yes,Roosevelt Charter Academy,Regular school,080306000262,1010-7482,Colorado Springs 11,Regular local school district,0803060,1010,488,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,Yes,Roosevelt Charter Academy,Regular school,080306000262,1010-7482,Colorado Springs 11,Regular local school district,0803060,1010,488,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,Yes,Roosevelt Charter Academy,Regular school,080306000262,1010-7482,Colorado Springs 11,Regular local school district,0803060,1010,488,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,Yes,Roosevelt Charter Academy,Regular school,080306000262,1010-7482,Colorado Springs 11,Regular local school district,0803060,1010,488,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,Yes,Roosevelt Charter Academy,Regular school,080306000262,1010-7482,Colorado Springs 11,Regular local school district,0803060,1010,488,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,Yes,Roosevelt Charter Academy,Regular school,080306000262,1010-7482,Colorado Springs 11,Regular local school district,0803060,1010,488,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Rudy Elementary School,Regular school,080306001274,1010-7513,Colorado Springs 11,Regular local school district,0803060,1010,298,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Rudy Elementary School,Regular school,080306001274,1010-7513,Colorado Springs 11,Regular local school district,0803060,1010,298,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Rudy Elementary School,Regular school,080306001274,1010-7513,Colorado Springs 11,Regular local school district,0803060,1010,298,Monthly,10/1/20,10/31/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Rudy Elementary School,Regular school,080306001274,1010-7513,Colorado Springs 11,Regular local school district,0803060,1010,298,Monthly,11/1/20,11/30/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Rudy Elementary School,Regular school,080306001274,1010-7513,Colorado Springs 11,Regular local school district,0803060,1010,298,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Rudy Elementary School,Regular school,080306001274,1010-7513,Colorado Springs 11,Regular local school district,0803060,1010,298,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Rudy Elementary School,Regular school,080306001274,1010-7513,Colorado Springs 11,Regular local school district,0803060,1010,298,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Rudy Elementary School,Regular school,080306001274,1010-7513,Colorado Springs 11,Regular local school district,0803060,1010,298,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Rudy Elementary School,Regular school,080306001274,1010-7513,Colorado Springs 11,Regular local school district,0803060,1010,298,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Rudy Elementary School,Regular school,080306001274,1010-7513,Colorado Springs 11,Regular local school district,0803060,1010,298,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Russell Middle School,Regular school,080306000263,1010-7523,Colorado Springs 11,Regular local school district,0803060,1010,569,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Russell Middle School,Regular school,080306000263,1010-7523,Colorado Springs 11,Regular local school district,0803060,1010,569,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Russell Middle School,Regular school,080306000263,1010-7523,Colorado Springs 11,Regular local school district,0803060,1010,569,Monthly,10/1/20,10/31/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Russell Middle School,Regular school,080306000263,1010-7523,Colorado Springs 11,Regular local school district,0803060,1010,569,Monthly,11/1/20,11/30/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Russell Middle School,Regular school,080306000263,1010-7523,Colorado Springs 11,Regular local school district,0803060,1010,569,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Russell Middle School,Regular school,080306000263,1010-7523,Colorado Springs 11,Regular local school district,0803060,1010,569,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Russell Middle School,Regular school,080306000263,1010-7523,Colorado Springs 11,Regular local school district,0803060,1010,569,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Russell Middle School,Regular school,080306000263,1010-7523,Colorado Springs 11,Regular local school district,0803060,1010,569,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Russell Middle School,Regular school,080306000263,1010-7523,Colorado Springs 11,Regular local school district,0803060,1010,569,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Russell Middle School,Regular school,080306000263,1010-7523,Colorado Springs 11,Regular local school district,0803060,1010,569,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Sabin Middle School,Regular school,080306000234,1010-7556,Colorado Springs 11,Regular local school district,0803060,1010,676,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Sabin Middle School,Regular school,080306000234,1010-7556,Colorado Springs 11,Regular local school district,0803060,1010,676,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Sabin Middle School,Regular school,080306000234,1010-7556,Colorado Springs 11,Regular local school district,0803060,1010,676,Monthly,10/1/20,10/31/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Sabin Middle School,Regular school,080306000234,1010-7556,Colorado Springs 11,Regular local school district,0803060,1010,676,Monthly,11/1/20,11/30/20,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Sabin Middle School,Regular school,080306000234,1010-7556,Colorado Springs 11,Regular local school district,0803060,1010,676,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Sabin Middle School,Regular school,080306000234,1010-7556,Colorado Springs 11,Regular local school district,0803060,1010,676,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Sabin Middle School,Regular school,080306000234,1010-7556,Colorado Springs 11,Regular local school district,0803060,1010,676,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Sabin Middle School,Regular school,080306000234,1010-7556,Colorado Springs 11,Regular local school district,0803060,1010,676,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Sabin Middle School,Regular school,080306000234,1010-7556,Colorado Springs 11,Regular local school district,0803060,1010,676,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Sabin Middle School,Regular school,080306000234,1010-7556,Colorado Springs 11,Regular local school district,0803060,1010,676,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Scott Elementary School,Regular school,080306001641,1010-7705,Colorado Springs 11,Regular local school district,0803060,1010,475,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Scott Elementary School,Regular school,080306001641,1010-7705,Colorado Springs 11,Regular local school district,0803060,1010,475,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Scott Elementary School,Regular school,080306001641,1010-7705,Colorado Springs 11,Regular local school district,0803060,1010,475,Monthly,10/1/20,10/31/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Scott Elementary School,Regular school,080306001641,1010-7705,Colorado Springs 11,Regular local school district,0803060,1010,475,Monthly,11/1/20,11/30/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Scott Elementary School,Regular school,080306001641,1010-7705,Colorado Springs 11,Regular local school district,0803060,1010,475,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Scott Elementary School,Regular school,080306001641,1010-7705,Colorado Springs 11,Regular local school district,0803060,1010,475,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Scott Elementary School,Regular school,080306001641,1010-7705,Colorado Springs 11,Regular local school district,0803060,1010,475,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Scott Elementary School,Regular school,080306001641,1010-7705,Colorado Springs 11,Regular local school district,0803060,1010,475,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Scott Elementary School,Regular school,080306001641,1010-7705,Colorado Springs 11,Regular local school district,0803060,1010,475,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Scott Elementary School,Regular school,080306001641,1010-7705,Colorado Springs 11,Regular local school district,0803060,1010,475,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Steele Elementary School,Regular school,080306000265,1010-8246,Colorado Springs 11,Regular local school district,0803060,1010,256,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Steele Elementary School,Regular school,080306000265,1010-8246,Colorado Springs 11,Regular local school district,0803060,1010,256,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Steele Elementary School,Regular school,080306000265,1010-8246,Colorado Springs 11,Regular local school district,0803060,1010,256,Monthly,10/1/20,10/31/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Steele Elementary School,Regular school,080306000265,1010-8246,Colorado Springs 11,Regular local school district,0803060,1010,256,Monthly,11/1/20,11/30/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Steele Elementary School,Regular school,080306000265,1010-8246,Colorado Springs 11,Regular local school district,0803060,1010,256,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Steele Elementary School,Regular school,080306000265,1010-8246,Colorado Springs 11,Regular local school district,0803060,1010,256,Monthly,1/1/21,1/31/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Steele Elementary School,Regular school,080306000265,1010-8246,Colorado Springs 11,Regular local school district,0803060,1010,256,Monthly,2/1/21,2/28/21,Hybrid,,,,Hybrid,,,,,,,,
Colorado,CO,School,No,Steele Elementary School,Regular school,080306000265,1010-8246,Colorado Springs 11,Regular local school district,0803060,1010,256,Monthly,3/1/21,3/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Steele Elementary School,Regular school,080306000265,1010-8246,Colorado Springs 11,Regular local school district,0803060,1010,256,Monthly,4/1/21,4/30/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Steele Elementary School,Regular school,080306000265,1010-8246,Colorado Springs 11,Regular local school district,0803060,1010,256,Monthly,5/1/21,5/31/21,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Stratton Elementary School,Regular school,080306000266,1010-8346,Colorado Springs 11,Regular local school district,0803060,1010,265,Monthly,8/1/20,8/31/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Stratton Elementary School,Regular school,080306000266,1010-8346,Colorado Springs 11,Regular local school district,0803060,1010,265,Monthly,9/1/20,9/30/20,Virtual,,,,Remote,,,,,,,,
Colorado,CO,School,No,Stratton Elementary School,Regular school,080306000266,1010-8346,Colorado Springs 11,Regular local school district,0803060,1010,265,Monthly,10/1/20,10/31/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Stratton Elementary School,Regular school,080306000266,1010-8346,Colorado Springs 11,Regular local school district,0803060,1010,265,Monthly,11/1/20,11/30/20,In-person,,,,In-Person,,,,,,,,
Colorado,CO,School,No,Stratton Elementary School,Regular school,080306000266,1010-8346,Colorado Springs 11,Regular local school district,0803060,1010,265,Monthly,12/1/20,12/31/20,Virtual,,,,Remote,,,,,,,,
